ID,Title,Type,Year,Release Date,Rating,Genres,Source,Trailer URL,Poster URL,Description,Now Playing
tmdb-tv-66732,Stranger Things,tv,2016,2016-07-15,8.6,"Mystery, Action",Netflix,https://www.youtube.com/watch?v=mnd7sFt5c3A,https://image.tmdb.org/t/p/w500/uOOtwVbSr4QDjAGIifLDwpb2Pdl.jpg,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",
tmdb-movie-1084242,Zootopia 2,movie,2025,2025-11-26,7.6,"Animation, Comedy, Adventure, Family, Mystery",In Theatres,https://www.youtube.com/watch?v=k8t8rvRO7Ug,https://image.tmdb.org/t/p/w500/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal me...",
tmdb-movie-840464,Greenland 2: Migration,movie,2026,2026-01-07,6.6,"Adventure, Thriller, Sci-Fi",In Theatres,https://www.youtube.com/watch?v=zwfCPPttT4s,https://image.tmdb.org/t/p/w500/dtPwBZjzqTaObjG4fKStRkBq1uu.jpg,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe t...",
tmdb-movie-1306368,The Rip,movie,2026,2026-01-13,7.0,"Action, Thriller, Crime",Netflix,https://www.youtube.com/watch?v=yeR5bcbRPak,https://image.tmdb.org/t/p/w500/p4bW2sJKAwcHuLpfoZK7Zo63osA.jpg,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",
tmdb-movie-1168190,The Wrecking Crew,movie,2026,2026-01-28,6.2,"Action, Comedy, Crime, Mystery",In Theatres,https://www.youtube.com/watch?v=v8R0xDczERo,https://image.tmdb.org/t/p/w500/gbVwHl4YPSq6BcC92TQpe7qUTh6.jpg,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",
tmdb-tv-224372,A Knight of the Seven Kingdoms,tv,2026,2026-01-18,8.1,"Drama, Action",In Theatres,https://www.youtube.com/watch?v=sItUCKJQLTU,https://image.tmdb.org/t/p/w500/6igvNs5VJB4ryBLgjjXksDVs0Fm.jpg,"A century before the events of Game of Thrones, two unlikely heroes wandered Westeros: a young, naive but courageous knight, Ser Duncan the Tall, and his diminutive squire, Egg. Set in an age when the...",
tmdb-movie-1234731,Anaconda,movie,2025,2025-12-24,6.0,"Adventure, Comedy, Horror",In Theatres,https://www.youtube.com/watch?v=jMbBuQAYOeM,https://image.tmdb.org/t/p/w500/qxMv3HwAB3XPuwNLMhVRg795Ktp.jpg,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natura...",Cineplex
tmdb-tv-79744,The Rookie,tv,2018,2018-10-16,8.5,"Crime, Drama, Comedy",Netflix,https://www.youtube.com/watch?v=8BPlx6eK1vc,https://image.tmdb.org/t/p/w500/70kTz0OmjjZe7zHvIDrq2iKW7PJ.jpg,"Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he’s met with skep...",
tmdb-movie-83533,Avatar: Fire and Ash,movie,2025,2025-12-17,7.3,"Sci-Fi, Adventure, Fantasy",In Theatres,https://www.youtube.com/watch?v=RlofL5WU28k,https://image.tmdb.org/t/p/w500/5bxrxnRaxZooBAxgUVBZ13dpzC7.jpg,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by ...",
tmdb-tv-1622,Supernatural,tv,2005,2005-09-13,8.3,"Drama, Mystery",In Theatres,https://www.youtube.com/watch?v=yy96yJjkvjo,https://image.tmdb.org/t/p/w500/u40gJarLPlIkwouKlzGdobQOV9k.jpg,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranorma...",
tmdb-tv-456,The Simpsons,tv,1989,1989-12-17,8.0,"Family, Animation, Comedy",Disney+,https://www.youtube.com/watch?v=_jgYEYERYFQ,https://image.tmdb.org/t/p/w500/uWpG7GqfKGQqX4YMAo3nv5OrglV.jpg,"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands...",
tmdb-tv-235685,The Pendragon Cycle: Rise of the Merlin,tv,2026,2026-01-22,8.6,"Action, Family, Drama",In Theatres,https://www.youtube.com/watch?v=6iGrFKHGgL4,https://image.tmdb.org/t/p/w500/jJfk8NXauN4UgFQ1qn9lFzEk7ib.jpg,"Merlin, the immortal son of the bard Taliesin and Atlantean Princess Charis, is followed through his tragic upbringing, descent into madness, and shocking disappearance, leading to the legend that sur...",
tmdb-tv-4614,NCIS,tv,2003,2003-09-23,7.6,"Crime, Drama, Action",Paramount Plus,https://www.youtube.com/watch?v=BhtDgn31XZo,https://image.tmdb.org/t/p/w500/mBcu8d6x6zB1el3MPNl7cZQEQ31.jpg,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has any connection to Navy and Marine Corps personnel, regardless of rank or position...",
tmdb-tv-95479,JUJUTSU KAISEN,tv,2020,2020-10-03,8.6,"Animation, Action",Netflix,https://www.youtube.com/watch?v=VpO6APNqY1c,https://image.tmdb.org/t/p/w500/fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryo...",
tmdb-movie-991494,The SpongeBob Movie: Search for SquarePants,movie,2025,2025-12-16,6.6,"Animation, Family, Comedy, Adventure, Fantasy",In Theatres,https://www.youtube.com/watch?v=UazW5vuAsF0,https://image.tmdb.org/t/p/w500/pDWYW9v8fmJdA7N0I1MOdQA3ETq.jpg,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to ...",
tmdb-tv-106379,Fallout,tv,2024,2024-04-10,8.1,Action,In Theatres,https://www.youtube.com/watch?v=7h8zJHywjAw,https://image.tmdb.org/t/p/w500/c15BtJxCXMrISLVmysdsnZUPQft.jpg,"The story of haves and have-nots in a world in which there's almost nothing left to have. 200 years after the apocalypse, the gentle denizens of luxury fallout shelters are forced to return to the irr...",
tmdb-tv-1434,Family Guy,tv,1999,1999-01-31,7.4,"Animation, Comedy",Disney+,https://www.youtube.com/watch?v=J32iwo65RMc,https://image.tmdb.org/t/p/w500/3PFsEuAiyLkWsP4GG6dIV37Q6gu.jpg,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a ...",
tmdb-tv-549,Law & Order,tv,1990,1990-09-13,7.4,"Crime, Drama",Disney+,https://www.youtube.com/watch?v=RzN8cPlcMTU,https://image.tmdb.org/t/p/w500/haJ9eHytVO3H3JooMJG1DiWwDNm.jpg,"In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's ...",
tmdb-movie-1368166,The Housemaid,movie,2025,2025-12-18,7.1,"Mystery, Thriller",In Theatres,https://www.youtube.com/watch?v=TGdKFCVn6G0,https://image.tmdb.org/t/p/w500/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dang...",
tmdb-tv-1399,Game of Thrones,tv,2011,2011-04-17,8.5,"Drama, Action",In Theatres,https://www.youtube.com/watch?v=KPLWWIOCOOQ,https://image.tmdb.org/t/p/w500/1XS1oqL89opfnbLl8WnZY1O1uJx.jpg,Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the wa...,
tmdb-tv-1408,House,tv,2004,2004-11-16,8.6,"Drama, Comedy, Mystery",Netflix,https://www.youtube.com/watch?v=MczMB8nU1sY,https://image.tmdb.org/t/p/w500/3Cz7ySOQJmqiuTdrc6CY0r65yDI.jpg,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",
tmdb-tv-4057,Criminal Minds,tv,2005,2005-09-22,8.3,"Crime, Drama, Mystery",Disney+,https://www.youtube.com/watch?v=NTYxiJBbEZk,https://image.tmdb.org/t/p/w500/gigxjNnACiXAfrwoMox5WJFgc0I.jpg,"An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David...",
tmdb-tv-4604,Smallville,tv,2001,2001-10-16,8.2,"Action, Drama",Netflix,https://www.youtube.com/watch?v=70Y32si4yb8,https://image.tmdb.org/t/p/w500/azU5zRPEaiACTY6kAlEddIe8ypk.jpg,The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,
tmdb-tv-34307,Shameless,tv,2011,2011-01-09,8.2,"Drama, Comedy",Netflix,https://www.youtube.com/watch?v=9tvkYS5cA58,https://image.tmdb.org/t/p/w500/ifo31fMWLmyOVpdak9K0kY4jldQ.jpg,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money th...",
tmdb-tv-198178,Wonder Man,tv,2026,2026-01-27,6.9,"Comedy, Drama",In Theatres,https://www.youtube.com/watch?v=90G8qegDumc,https://image.tmdb.org/t/p/w500/6yy9nQlFt2l6UVWzrfhszFCaZ5C.jpg,"Simon and Trevor, two actors at opposite ends of their careers, chase life-changing roles.",
tmdb-tv-71712,The Good Doctor,tv,2017,2017-09-25,8.5,Drama,In Theatres,https://www.youtube.com/watch?v=lnY9FWUTY84,https://image.tmdb.org/t/p/w500/luhKkdD80qe62fwop6sdrXK9jUT.jpg,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, S...",
tmdb-tv-240459,Spartacus: House of Ashur,tv,2025,2025-12-05,6.3,"Drama, Action",In Theatres,https://www.youtube.com/watch?v=sHl32450smA,https://image.tmdb.org/t/p/w500/vNByuzy60v31nmUVPMA8oAtneUK.jpg,"In a world where he survived the events of Spartacus (2010), Ashur clawed his way to power, owning the same ludus that once owned him. Allying with a fierce gladiatrix, Ashur ignites a new kind of spe...",
tmdb-tv-764,Midsomer Murders,tv,1997,1997-03-23,7.5,"Crime, Drama, Mystery",In Theatres,https://www.youtube.com/watch?v=ym8b4UJDqcw,https://image.tmdb.org/t/p/w500/pz7tsWxe0TTdfJnWPjZAEnrSl5M.jpg,"The peacefulness of the Midsomer community is shattered by violent crimes, suspects are placed under suspicion, and it is up to a veteran DCI and his young sergeant to calmly and diligently eliminate ...",
tmdb-tv-46952,The Blacklist,tv,2013,2013-09-23,7.6,"Drama, Crime, Mystery",Netflix,https://www.youtube.com/watch?v=JGBIimq1I3A,https://image.tmdb.org/t/p/w500/4HTfd1PhgFUenJxVuBDNdLmdr0c.jpg,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dang...",
tmdb-tv-273160,The Beauty,tv,2026,2026-01-21,5.6,Drama,Disney+,https://www.youtube.com/watch?v=9NmM4tM5Xl0,https://image.tmdb.org/t/p/w500/tZTG2PPAukzksPkiQV9c4suIQXk.jpg,The world of high fashion turns dark when international supermodels begin dying in gruesome and mysterious ways. FBI Agents Cooper Madsen and Jordan Bennett are sent to Paris to uncover the truth. As ...,
tmdb-tv-1668,Friends,tv,1994,1994-09-22,8.4,Comedy,In Theatres,https://www.youtube.com/watch?v=7BLgQ-vRcjs,https://image.tmdb.org/t/p/w500/2koX1xLkpTQM4IZebYvKysFW1Nh.jpg,"Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pr...",
tmdb-tv-1405,Dexter,tv,2006,2006-10-01,8.2,"Crime, Drama, Mystery",Netflix,https://www.youtube.com/watch?v=YQeUmSD1c3g,https://image.tmdb.org/t/p/w500/q8dWfc4JwQuv3HayIZeO84jAXED.jpg,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",
tmdb-tv-4607,Lost,tv,2004,2004-09-22,7.9,"Mystery, Action, Drama",Disney+,https://www.youtube.com/watch?v=KTu8iDynwNc,https://image.tmdb.org/t/p/w500/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,"Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.",
tmdb-tv-1431,CSI: Crime Scene Investigation,tv,2000,2000-10-06,7.6,"Crime, Drama, Mystery",Paramount Plus,https://www.youtube.com/watch?v=ApT1EYvrwuk,https://image.tmdb.org/t/p/w500/i5hmoRjHNWady4AtAGICTUXknKH.jpg,"A Las Vegas team of forensic investigators are trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",
tmdb-tv-1407,Homeland,tv,2011,2011-10-02,7.6,"Drama, War, Crime",Netflix,https://www.youtube.com/watch?v=KyFmS3wRPCQ,https://image.tmdb.org/t/p/w500/6GAvS2e6VIRsms9FpVt33PsCoEW.jpg,"CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everyth...",
tmdb-tv-1421,Modern Family,tv,2009,2009-09-23,7.9,Comedy,Disney+,https://www.youtube.com/watch?v=rbpTUPisA78,https://image.tmdb.org/t/p/w500/k5Qg5rgPoKdh3yTJJrLtyoyYGwC.jpg,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",
tmdb-tv-1396,Breaking Bad,tv,2008,2008-01-20,8.9,"Drama, Crime",Netflix,https://www.youtube.com/watch?v=XZ8daibM3AE,https://image.tmdb.org/t/p/w500/ztkUQFLlC19CCMYHW9o1zWhJRNq.jpg,"Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting...",
tmdb-tv-4087,The X-Files,tv,1993,1993-09-10,8.4,"Mystery, Crime",Disney+,https://www.youtube.com/watch?v=_HTByz4RlqI,https://image.tmdb.org/t/p/w500/rcBx0p8h51LHceyhquYMxbspJQu.jpg,"The exploits of FBI Special Agents Fox Mulder and Dana Scully who investigate X-Files: marginalized, unsolved cases involving paranormal phenomena. Mulder believes in the existence of aliens and the p...",
tmdb-tv-60735,The Flash,tv,2014,2014-10-07,7.8,Drama,Netflix,https://www.youtube.com/watch?v=IgVyroQjZbE,https://image.tmdb.org/t/p/w500/yZevl2vHQgmosfwUdVNzviIfaWS.jpg,"After being struck by lightning, CSI investigator Barry Allen awakens from a nine-month coma to discover he has been  granted the gift of super speed.  Teaming up with S.T.A.R. Labs, Barry takes on th...",
tmdb-movie-1233413,Sinners,movie,2025,2025-04-16,7.5,"Horror, Action, Thriller",In Theatres,https://www.youtube.com/watch?v=wDajDVYC3Mo,https://image.tmdb.org/t/p/w500/qTvFWCGeGXgBRaINLY1zqgTPSpn.jpg,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",
tmdb-tv-2316,The Office,tv,2005,2005-03-24,8.6,Comedy,Netflix,https://www.youtube.com/watch?v=-C2z-nshFts,https://image.tmdb.org/t/p/w500/dg9e5fPRRId8PoBE0F6jl5y85Eu.jpg,"The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",
tmdb-tv-2661,Kamen Rider,tv,1971,1971-04-03,6.5,"Action, Drama",In Theatres,https://www.youtube.com/watch?v=FY4TBfTLPEM,https://image.tmdb.org/t/p/w500/lv3OlrXyTNg4Dz0JrtopOmMziNs.jpg,"Takeshi Hongo is a promising young man with a passion for motorcycle racing. However, his dreams are suddenly ruined when he gets kidnapped by Shocker, the evil secret organization planning to dominat...",
tmdb-tv-60622,Fargo,tv,2014,2014-04-15,8.3,"Crime, Drama",In Theatres,https://www.youtube.com/watch?v=FXIeYKlMA_0,https://image.tmdb.org/t/p/w500/6U9CPeD8obHzweikFhiLhpc7YBT.jpg,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",
tmdb-movie-1167307,David,movie,2025,2025-12-14,7.9,"Animation, Family, Drama",In Theatres,https://www.youtube.com/watch?v=2ocVv1m5NVU,https://image.tmdb.org/t/p/w500/7lFG1WrCwAxBfyGK8ahlBVzXno7.jpg,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a s...",
tmdb-tv-209867,Frieren: Beyond Journey's End,tv,2023,2023-09-29,8.8,"Animation, Action, Drama",Netflix,https://www.youtube.com/watch?v=01WEqntM1NI,https://image.tmdb.org/t/p/w500/dqZENchTd7lp5zht7BdlqM7RBhD.jpg,"Decades after her party defeated the Demon King, an old friend's funeral launches the elf wizard Frieren on a journey of self-discovery.",
tmdb-tv-59941,The Tonight Show Starring Jimmy Fallon,tv,2014,2014-02-17,5.9,"Comedy, Talk",In Theatres,https://www.youtube.com/watch?v=q-0YafsWK_M,https://image.tmdb.org/t/p/w500/1N4o5PmmqhlVDrcdJ2RlCFWbLGX.jpg,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",
tmdb-movie-1608982,From the Ashes: The Pit,movie,2026,2026-01-21,3.8,"Thriller, Drama",Netflix,https://www.youtube.com/watch?v=0Uc4M9JvL0g,https://image.tmdb.org/t/p/w500/iwZIR8wp1lqj69zsbWmZKhXTTIU.jpg,"Trapped in an underground pit during a storm, three students from an all-girls school must confront their personal conflicts as they fight to survive.",
tmdb-tv-254071,Steal,tv,2026,2026-01-21,7.7,"Drama, Crime, Mystery",In Theatres,https://www.youtube.com/watch?v=8rMfMzNAJaM,https://image.tmdb.org/t/p/w500/6KmlaPhsohh3Ki9XJUq0jiUYbf3.jpg,"A typical day at Lochmill Capital is upended when armed thieves burst in and force Zara and her best friend Luke to execute their demands. In the aftermath, conflicted detective Rhys races against tim...",
tmdb-movie-1443762,The Big Fake,movie,2025,2025-10-19,6.4,"Thriller, Crime, Drama",Netflix,https://www.youtube.com/watch?v=OMeOauwYjRs,https://image.tmdb.org/t/p/w500/A188B94iDLdB6499QBYbz74WgOF.jpg,"Toni Chichiarelli arrives in Rome with the dream of becoming a painter, but his talent leads him elsewhere — from art galleries to state secrets. Between art, crime, and power, his signature ends up e...",
tmdb-movie-1317288,Marty Supreme,movie,2025,2025-12-19,7.9,Drama,In Theatres,https://www.youtube.com/watch?v=pwE3ZG1kIqw,https://image.tmdb.org/t/p/w500/firAhZA0uQvRL2slp7v3AnOj0ZX.jpg,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",Cineplex
